"Дата";"Регион";"Заражений";"Выздоровлений";"Смертей";"Смертей за день";"Заражений за день";"Выздоровлений за день"
06.04.2020;Тульская обл.;39;0;0;0;10;0
06.04.2020;Тюменская обл.;11;0;0;0;0;0
06.04.2020;Удмуртия;5;0;0;0;0;0
06.04.2020;Ульяновская обл.;2;0;0;0;1;0
06.04.2020;Хабаровский край;11;0;0;0;0;0
06.04.2020;Хакасия;5;0;0;0;2;0
06.04.2020;ХМАО – Югра;19;0;0;0;0;0
06.04.2020;Челябинская обл.;31;0;0;0;4;0
06.04.2020;Чечня;16;0;0;0;1;0
06.04.2020;Чувашия;3;0;0;0;2;0
06.04.2020;Ямало-Ненецкий АО;12;0;0;0;0;0
06.04.2020;Ярославская обл.;6;0;0;0;0;0
07.04.2020;Адыгея;13;0;0;0;0;0
07.04.2020;Алтайский край;12;0;0;0;0;0
07.04.2020;Амурская обл.;4;0;0;0;0;0
07.04.2020;Архангельская обл.;14;0;0;0;0;0
07.04.2020;Астраханская обл.;5;0;0;0;0;0
07.04.2020;Башкортостан;12;0;0;0;2;0
07.04.2020;Белгородская обл.;14;0;0;0;3;0
07.04.2020;Брянская обл.;56;0;0;0;32;0
07.04.2020;Бурятия;43;0;0;0;0;0
07.04.2020;Владимирская обл.;12;0;0;0;7;0
07.04.2020;Волгоградская обл.;26;0;0;0;11;0
07.04.2020;Вологодская обл.;23;0;0;0;0;0
07.04.2020;Воронежская обл.;23;0;0;0;0;0
07.04.2020;Дагестан;43;0;0;0;13;0
07.04.2020;Еврейская АО;3;0;0;0;0;0
07.04.2020;Забайкальский край;1;0;0;0;0;0
07.04.2020;Ивановская обл.;47;0;0;0;14;0
07.04.2020;Ингушетия;7;0;0;0;6;0
07.04.2020;Иркутская обл.;14;0;0;0;3;0
07.04.2020;Кабардино-Балкария;13;0;0;0;5;0
07.04.2020;Калининградская обл.;48;0;0;0;29;0
07.04.2020;Калмыкия;11;0;0;0;4;0
07.04.2020;Калужская обл.;11;0;0;0;4;0
07.04.2020;Камчатский край;2;0;0;0;0;0
07.04.2020;Карачаево-Черкессия;3;0;0;0;3;0
07.04.2020;Карелия;2;0;0;0;0;0
07.04.2020;Кемеровская обл.;5;0;0;0;0;0
07.04.2020;Кировская обл.;20;0;0;0;2;0
07.04.2020;Коми;101;0;0;0;11;0
07.04.2020;Костромская обл.;9;0;0;0;0;0
07.04.2020;Краснодарский край;61;0;0;0;11;0
07.04.2020;Красноярский край;32;0;0;0;0;0
07.04.2020;Крым;22;0;0;0;1;0
07.04.2020;Курганская обл.;2;0;0;0;0;0
07.04.2020;Курская обл.;4;0;0;0;0;0
07.04.2020;Ленинградская обл.;62;0;0;0;0;0
07.04.2020;Липецкая обл.;26;0;0;0;0;0
07.04.2020;Магаданская обл.;1;0;0;0;0;0
07.04.2020;Марий Эл;13;0;0;0;0;0
07.04.2020;Мордовия;6;0;0;0;0;0
07.04.2020;Москва;5181;0;0;0;697;0
07.04.2020;Московская обл.;454;0;0;0;67;0
07.04.2020;Мурманская обл.;18;0;0;0;0;0
07.04.2020;Нижегородская обл.;56;0;0;0;0;0
07.04.2020;Новгородская обл.;5;0;0;0;0;0
07.04.2020;Новосибирская обл.;11;0;0;0;0;0
07.04.2020;Омская обл.;14;0;0;0;4;0
07.04.2020;Оренбургская обл.;14;0;0;0;0;0
07.04.2020;Орловская обл.;12;0;0;0;5;0
07.04.2020;Пензенская обл.;51;0;0;0;19;0
07.04.2020;Пермский край;32;0;0;0;11;0
07.04.2020;Приморский край;8;0;0;0;1;0
07.04.2020;Псковская обл.;14;0;0;0;4;0
07.04.2020;Ростовская обл.;17;0;0;0;8;0
07.04.2020;Рязанская обл.;17;0;0;0;0;0
07.04.2020;Самарская обл.;17;0;0;0;0;0
07.04.2020;Санкт-Петербург;295;0;0;0;69;0
07.04.2020;Саратовская обл.;25;0;0;0;6;0
07.04.2020;Саха (Якутия);15;0;0;0;0;0
07.04.2020;Сахалинская обл.;6;0;0;0;0;0
07.04.2020;Свердловская обл.;51;0;0;0;7;0
07.04.2020;Севастополь;5;0;0;0;0;0
07.04.2020;Северная Осетия;9;0;0;0;1;0
07.04.2020;Смоленская обл.;3;0;0;0;0;0
07.04.2020;Ставропольский край;39;0;0;0;19;0
07.04.2020;Тамбовская обл.;15;0;0;0;0;0
07.04.2020;Татарстан;41;0;0;0;0;0
07.04.2020;Тверская обл.;8;0;0;0;0;0
07.04.2020;Томская обл.;3;0;0;0;0;0
07.04.2020;Тульская обл.;49;0;0;0;10;0
07.04.2020;Тюменская обл.;18;0;0;0;7;0
07.04.2020;Удмуртия;9;0;0;0;4;0
07.04.2020;Ульяновская обл.;4;0;0;0;2;0
07.04.2020;Хабаровский край;16;0;0;0;5;0
07.04.2020;Хакасия;5;0;0;0;0;0
07.04.2020;ХМАО – Югра;38;0;0;0;19;0
07.04.2020;Челябинская обл.;32;0;0;0;1;0
07.04.2020;Чечня;17;0;0;0;1;0
07.04.2020;Чувашия;6;0;0;0;3;0
07.04.2020;Ямало-Ненецкий АО;30;0;0;0;18;0
07.04.2020;Ярославская обл.;11;0;0;0;5;0
08.04.2020;Адыгея;13;0;0;0;0;0
08.04.2020;Алтайский край;18;0;0;0;6;0
08.04.2020;Амурская обл.;4;0;0;0;0;0
08.04.2020;Архангельская обл.;14;0;0;0;0;0
08.04.2020;Астраханская обл.;5;0;0;0;0;0
08.04.2020;Башкортостан;16;0;0;0;4;0
08.04.2020;Белгородская обл.;18;0;0;0;4;0
08.04.2020;Брянская обл.;57;0;0;0;1;0
08.04.2020;Бурятия;50;0;0;0;7;0
08.04.2020;Владимирская обл.;14;0;0;0;2;0
08.04.2020;Волгоградская обл.;26;0;0;0;0;0
08.04.2020;Вологодская обл.;27;0;0;0;4;0
08.04.2020;Воронежская обл.;33;0;0;0;10;0
08.04.2020;Дагестан;44;0;0;0;1;0
08.04.2020;Еврейская АО;6;0;0;0;3;0
08.04.2020;Забайкальский край;4;0;0;0;3;0
08.04.2020;Ивановская обл.;47;0;0;0;0;0
08.04.2020;Ингушетия;25;0;0;0;18;0
08.04.2020;Иркутская обл.;14;0;0;0;0;0
08.04.2020;Кабардино-Балкария;23;0;0;0;10;0
08.04.2020;Калининградская обл.;49;0;0;0;1;0
08.04.2020;Калмыкия;15;0;0;0;4;0
08.04.2020;Калужская обл.;11;0;0;0;0;0
08.04.2020;Камчатский край;2;0;0;0;0;0
08.04.2020;Карачаево-Черкессия;5;0;0;0;2;0
08.04.2020;Карелия;2;0;0;0;0;0
08.04.2020;Кемеровская обл.;7;0;0;0;2;0
08.04.2020;Кировская обл.;20;0;0;0;0;0
08.04.2020;Коми;119;0;0;0;18;0
08.04.2020;Костромская обл.;9;0;0;0;0;0
08.04.2020;Краснодарский край;85;0;0;0;24;0
08.04.2020;Красноярский край;39;0;0;0;7;0
08.04.2020;Крым;23;0;0;0;1;0
08.04.2020;Курганская обл.;3;0;0;0;1;0
08.04.2020;Курская обл.;10;0;0;0;6;0
08.04.2020;Ленинградская обл.;94;0;0;0;32;0
08.04.2020;Липецкая обл.;44;0;0;0;18;0
08.04.2020;Магаданская обл.;1;0;0;0;0;0
08.04.2020;Марий Эл;40;0;0;0;27;0
08.04.2020;Мордовия;13;0;0;0;7;0
08.04.2020;Москва;5841;0;0;0;660;0
08.04.2020;Московская обл.;549;0;0;0;95;0
08.04.2020;Мурманская обл.;43;0;0;0;25;0
08.04.2020;Нижегородская обл.;80;0;0;0;24;0
08.04.2020;Новгородская обл.;5;0;0;0;0;0
08.04.2020;Новосибирская обл.;13;0;0;0;2;0
08.04.2020;Омская обл.;15;0;0;0;1;0
08.04.2020;Оренбургская обл.;22;0;0;0;8;0
08.04.2020;Орловская обл.;12;0;0;0;0;0
08.04.2020;Пензенская обл.;52;0;0;0;1;0
08.04.2020;Пермский край;32;0;0;0;0;0
08.04.2020;Приморский край;15;0;0;0;7;0
08.04.2020;Псковская обл.;14;0;0;0;0;0
08.04.2020;Ростовская обл.;21;0;0;0;4;0
08.04.2020;Рязанская обл.;32;0;0;0;15;0
08.04.2020;Самарская обл.;18;0;0;0;1;0
08.04.2020;Санкт-Петербург;329;0;0;0;34;0
08.04.2020;Саратовская обл.;26;0;0;0;1;0
08.04.2020;Саха (Якутия);16;0;0;0;1;0
08.04.2020;Сахалинская обл.;11;0;0;0;5;0
08.04.2020;Свердловская обл.;56;0;0;0;5;0
08.04.2020;Севастополь;5;0;0;0;0;0
08.04.2020;Северная Осетия;15;0;0;0;6;0
08.04.2020;Смоленская обл.;7;0;0;0;4;0
08.04.2020;Ставропольский край;39;0;0;0;0;0
08.04.2020;Тамбовская обл.;21;0;0;0;6;0
08.04.2020;Татарстан;41;0;0;0;0;0
08.04.2020;Тверская обл.;12;0;0;0;4;0
08.04.2020;Томская обл.;4;0;0;0;1;0
08.04.2020;Тульская обл.;54;0;0;0;5;0
08.04.2020;Тюменская обл.;18;0;0;0;0;0
08.04.2020;Удмуртия;9;0;0;0;0;0
08.04.2020;Ульяновская обл.;4;0;0;0;0;0
08.04.2020;Хабаровский край;24;0;0;0;8;0
08.04.2020;Хакасия;6;0;0;0;1;0
08.04.2020;ХМАО – Югра;41;0;0;0;3;0
08.04.2020;Челябинская обл.;32;0;0;0;0;0
08.04.2020;Чечня;22;0;0;0;5;0
08.04.2020;Чувашия;15;0;0;0;9;0
08.04.2020;Ямало-Ненецкий АО;41;0;0;0;11;0
08.04.2020;Ярославская обл.;11;0;0;0;0;0
09.04.2020;Адыгея;13;0;0;0;0;0
09.04.2020;Алтайский край;21;0;0;0;3;0
09.04.2020;Амурская обл.;4;0;0;0;0;0
09.04.2020;Архангельская обл.;24;0;0;0;10;0
09.04.2020;Астраханская обл.;21;0;0;0;16;0
09.04.2020;Башкортостан;22;0;0;0;6;0
09.04.2020;Белгородская обл.;18;0;0;0;0;0
09.04.2020;Брянская обл.;97;0;0;0;40;0
09.04.2020;Бурятия;54;0;0;0;4;0
09.04.2020;Владимирская обл.;38;0;0;0;24;0
09.04.2020;Волгоградская обл.;26;0;0;0;0;0
09.04.2020;Вологодская обл.;35;0;0;0;8;0
09.04.2020;Воронежская обл.;33;0;0;0;0;0
09.04.2020;Дагестан;57;0;0;0;13;0
09.04.2020;Еврейская АО;6;0;0;0;0;0
09.04.2020;Забайкальский край;4;0;0;0;0;0
09.04.2020;Ивановская обл.;60;0;0;0;13;0
09.04.2020;Ингушетия;25;0;0;0;0;0
09.04.2020;Иркутская обл.;17;0;0;0;3;0
09.04.2020;Кабардино-Балкария;23;0;0;0;0;0
09.04.2020;Калининградская обл.;52;0;0;0;3;0
09.04.2020;Калмыкия;23;0;0;0;8;0
09.04.2020;Калужская обл.;11;0;0;0;0;0
09.04.2020;Камчатский край;5;0;0;0;3;0
09.04.2020;Карачаево-Черкессия;6;0;0;0;1;0
09.04.2020;Карелия;2;0;0;0;0;0
09.04.2020;Кемеровская обл.;7;0;0;0;0;0
09.04.2020;Кировская обл.;28;0;0;0;8;0
09.04.2020;Коми;150;0;0;0;31;0
09.04.2020;Костромская обл.;12;0;0;0;3;0
09.04.2020;Краснодарский край;105;0;0;0;20;0
09.04.2020;Красноярский край;39;0;0;0;0;0
09.04.2020;Крым;26;0;0;0;3;0
09.04.2020;Курганская обл.;3;0;0;0;0;0
09.04.2020;Курская обл.;20;0;0;0;10;0
09.04.2020;Ленинградская обл.;112;0;0;0;18;0
09.04.2020;Липецкая обл.;48;0;0;0;4;0
09.04.2020;Магаданская обл.;1;0;0;0;0;0
09.04.2020;Марий Эл;41;0;0;0;1;0
09.04.2020;Мордовия;17;0;0;0;4;0
09.04.2020;Москва;6698;0;0;0;857;0
09.04.2020;Московская обл.;748;0;0;0;199;0
09.04.2020;Мурманская обл.;44;0;0;0;1;0
09.04.2020;Нижегородская обл.;87;0;0;0;7;0
09.04.2020;Новгородская обл.;12;0;0;0;7;0
09.04.2020;Новосибирская обл.;18;0;0;0;5;0
09.04.2020;Омская обл.;15;0;0;0;0;0
09.04.2020;Оренбургская обл.;22;0;0;0;0;0
09.04.2020;Орловская обл.;17;0;0;0;5;0
09.04.2020;Пензенская обл.;52;0;0;0;0;0
09.04.2020;Пермский край;41;0;0;0;9;0
09.04.2020;Приморский край;20;0;0;0;5;0
09.04.2020;Псковская обл.;16;0;0;0;2;0
09.04.2020;Ростовская обл.;24;0;0;0;3;0
09.04.2020;Рязанская обл.;32;0;0;0;0;0
09.04.2020;Самарская обл.;18;0;0;0;0;0
09.04.2020;Санкт-Петербург;373;0;0;0;44;0
09.04.2020;Саратовская обл.;30;0;0;0;4;0
09.04.2020;Саха (Якутия);16;0;0;0;0;0
09.04.2020;Сахалинская обл.;11;0;0;0;0;0
09.04.2020;Свердловская обл.;59;0;0;0;3;0
09.04.2020;Севастополь;5;0;0;0;0;0
09.04.2020;Северная Осетия;22;0;0;0;7;0
09.04.2020;Смоленская обл.;11;0;0;0;4;0
09.04.2020;Ставропольский край;42;0;0;0;3;0
09.04.2020;Тамбовская обл.;21;0;0;0;0;0
09.04.2020;Татарстан;50;0;0;0;9;0
09.04.2020;Тверская обл.;19;0;0;0;7;0
09.04.2020;Томская обл.;4;0;0;0;0;0
09.04.2020;Тульская обл.;66;0;0;0;12;0
09.04.2020;Тюменская обл.;19;0;0;0;1;0
09.04.2020;Удмуртия;9;0;0;0;0;0
09.04.2020;Ульяновская обл.;6;0;0;0;2;0
09.04.2020;Хабаровский край;24;0;0;0;0;0
09.04.2020;Хакасия;6;0;0;0;0;0
09.04.2020;ХМАО – Югра;41;0;0;0;0;0
09.04.2020;Челябинская обл.;34;0;0;0;2;0
09.04.2020;Чечня;22;0;0;0;0;0
09.04.2020;Чувашия;17;0;0;0;2;0
09.04.2020;Ямало-Ненецкий АО;41;0;0;0;0;0
09.04.2020;Ярославская обл.;13;0;0;0;2;0
10.04.2020;Адыгея;20;0;0;0;7;0
10.04.2020;Алтайский край;21;0;0;0;0;0
10.04.2020;Амурская обл.;4;0;0;0;0;0
10.04.2020;Архангельская обл.;24;0;0;0;0;0
10.04.2020;Астраханская обл.;21;0;0;0;0;0
10.04.2020;Башкортостан;40;0;0;0;18;0
10.04.2020;Белгородская обл.;26;0;0;0;8;0
10.04.2020;Брянская обл.;97;0;0;0;0;0
10.04.2020;Бурятия;60;0;0;0;6;0
10.04.2020;Владимирская обл.;42;0;0;0;4;0
10.04.2020;Волгоградская обл.;28;0;0;0;2;0
10.04.2020;Вологодская обл.;38;0;0;0;3;0
10.04.2020;Воронежская обл.;37;0;0;0;4;0
10.04.2020;Дагестан;58;0;0;0;1;0
10.04.2020;Еврейская АО;8;0;0;0;2;0
10.04.2020;Забайкальский край;4;0;0;0;0;0
10.04.2020;Ивановская обл.;60;0;0;0;0;0
10.04.2020;Ингушетия;29;0;0;0;4;0
10.04.2020;Иркутская обл.;21;0;0;0;4;0
10.04.2020;Кабардино-Балкария;27;0;0;0;4;0
10.04.2020;Калининградская обл.;62;0;0;0;10;0
10.04.2020;Калмыкия;23;0;0;0;0;0
10.04.2020;Калужская обл.;18;0;0;0;7;0
10.04.2020;Камчатский край;5;0;0;0;0;0
10.04.2020;Карачаево-Черкессия;9;0;0;0;3;0
10.04.2020;Карелия;2;0;0;0;0;0
10.04.2020;Кемеровская обл.;11;0;0;0;4;0
10.04.2020;Кировская обл.;29;0;0;0;1;0
10.04.2020;Коми;208;0;0;0;58;0
10.04.2020;Костромская обл.;15;0;0;0;3;0
10.04.2020;Краснодарский край;125;0;0;0;20;0
10.04.2020;Красноярский край;39;0;0;0;0;0
10.04.2020;Крым;29;0;0;0;3;0
10.04.2020;Курганская обл.;3;0;0;0;0;0
10.04.2020;Курская обл.;21;0;0;0;1;0
10.04.2020;Ленинградская обл.;129;0;0;0;17;0
10.04.2020;Липецкая обл.;55;0;0;0;7;0
10.04.2020;Магаданская обл.;1;0;0;0;0;0
10.04.2020;Марий Эл;63;0;0;0;22;0
10.04.2020;Мордовия;19;0;0;0;2;0
10.04.2020;Москва;7822;0;0;0;1124;0
10.04.2020;Московская обл.;930;0;0;0;182;0
10.04.2020;Мурманская обл.;67;0;0;0;23;0
10.04.2020;Нижегородская обл.;119;0;0;0;32;0
10.04.2020;Новгородская обл.;18;0;0;0;6;0
10.04.2020;Новосибирская обл.;21;0;0;0;3;0
10.04.2020;Омская обл.;17;0;0;0;2;0
10.04.2020;Оренбургская обл.;25;0;0;0;3;0
10.04.2020;Орловская обл.;24;0;0;0;7;0
10.04.2020;Пензенская обл.;67;0;0;0;15;0
10.04.2020;Пермский край;45;0;0;0;4;0
10.04.2020;Приморский край;20;0;0;0;0;0
10.04.2020;Псковская обл.;16;0;0;0;0;0
10.04.2020;Ростовская обл.;29;0;0;0;5;0
10.04.2020;Рязанская обл.;38;0;0;0;6;0
10.04.2020;Самарская обл.;20;0;0;0;2;0
10.04.2020;Санкт-Петербург;408;0;0;0;35;0
10.04.2020;Саратовская обл.;34;0;0;0;4;0
10.04.2020;Саха (Якутия);16;0;0;0;0;0
10.04.2020;Сахалинская обл.;11;0;0;0;0;0
10.04.2020;Свердловская обл.;61;0;0;0;2;0
10.04.2020;Севастополь;5;0;0;0;0;0
10.04.2020;Северная Осетия;27;0;0;0;5;0
10.04.2020;Смоленская обл.;13;0;0;0;2;0
10.04.2020;Ставропольский край;52;0;0;0;10;0
10.04.2020;Тамбовская обл.;33;0;0;0;12;0
10.04.2020;Татарстан;50;0;0;0;0;0
10.04.2020;Тверская обл.;24;0;0;0;5;0
10.04.2020;Томская обл.;4;0;0;0;0;0
10.04.2020;Тульская обл.;71;0;0;0;5;0
10.04.2020;Тыва;6;0;0;0;6;0
10.04.2020;Тюменская обл.;22;0;0;0;3;0
10.04.2020;Удмуртия;11;0;0;0;2;0
10.04.2020;Ульяновская обл.;40;0;0;0;34;0
10.04.2020;Хабаровский край;28;0;0;0;4;0
10.04.2020;Хакасия;9;0;0;0;3;0
10.04.2020;ХМАО – Югра;41;0;0;0;0;0
10.04.2020;Челябинская обл.;34;0;0;0;0;0
10.04.2020;Чечня;22;0;0;0;0;0
10.04.2020;Чувашия;32;0;0;0;15;0
10.04.2020;Ямало-Ненецкий АО;41;0;0;0;0;0
10.04.2020;Ярославская обл.;13;0;0;0;0;0
11.04.2020;Адыгея;20;0;0;0;0;0
11.04.2020;Алтайский край;29;0;0;0;8;0
11.04.2020;Амурская обл.;6;0;0;0;2;0
11.04.2020;Архангельская обл.;24;0;0;0;0;0
11.04.2020;Астраханская обл.;21;0;0;0;0;0
11.04.2020;Башкортостан;65;0;0;0;25;0
11.04.2020;Белгородская обл.;26;0;0;0;0;0
11.04.2020;Брянская обл.;123;0;0;0;26;0
11.04.2020;Бурятия;61;0;0;0;1;0
11.04.2020;Владимирская обл.;48;0;0;0;6;0
11.04.2020;Волгоградская обл.;33;0;0;0;5;0
11.04.2020;Вологодская обл.;39;0;0;0;1;0
11.04.2020;Воронежская обл.;37;0;0;0;0;0
11.04.2020;Дагестан;84;0;0;0;26;0
11.04.2020;Еврейская АО;8;0;0;0;0;0
11.04.2020;Забайкальский край;4;0;0;0;0;0
11.04.2020;Ивановская обл.;62;0;0;0;2;0
11.04.2020;Ингушетия;29;0;0;0;0;0
11.04.2020;Иркутская обл.;23;0;0;0;2;0
11.04.2020;Кабардино-Балкария;30;0;0;0;3;0
11.04.2020;Калининградская обл.;65;0;0;0;3;0
11.04.2020;Калмыкия;32;0;0;0;9;0
11.04.2020;Калужская обл.;24;0;0;0;6;0
11.04.2020;Камчатский край;10;0;0;0;5;0
11.04.2020;Карачаево-Черкессия;9;0;0;0;0;0
11.04.2020;Карелия;2;0;0;0;0;0
11.04.2020;Кемеровская обл.;12;0;0;0;1;0
11.04.2020;Кировская обл.;35;0;0;0;6;0
11.04.2020;Коми;208;0;0;0;0;0
11.04.2020;Костромская обл.;15;0;0;0;0;0
11.04.2020;Краснодарский край;138;0;0;0;13;0
11.04.2020;Красноярский край;60;0;0;0;21;0
11.04.2020;Крым;29;0;0;0;0;0
11.04.2020;Курганская обл.;3;0;0;0;0;0
11.04.2020;Курская обл.;42;0;0;0;21;0
11.04.2020;Ленинградская обл.;134;0;0;0;5;0
11.04.2020;Липецкая обл.;58;0;0;0;3;0
11.04.2020;Магаданская обл.;1;0;0;0;0;0
11.04.2020;Марий Эл;63;0;0;0;0;0
11.04.2020;Мордовия;19;0;0;0;0;0
11.04.2020;Москва;8852;0;0;0;1030;0
11.04.2020;Московская обл.;1082;0;0;0;152;0
11.04.2020;Мурманская обл.;67;0;0;0;0;0
11.04.2020;Нижегородская обл.;152;0;0;0;33;0
11.04.2020;Новгородская обл.;18;0;0;0;0;0
11.04.2020;Новосибирская обл.;28;0;0;0;7;0
11.04.2020;Омская обл.;17;0;0;0;0;0
11.04.2020;Оренбургская обл.;25;0;0;0;0;0
11.04.2020;Орловская обл.;29;0;0;0;5;0
11.04.2020;Пензенская обл.;67;0;0;0;0;0
11.04.2020;Пермский край;45;0;0;0;0;0
11.04.2020;Приморский край;23;0;0;0;3;0
11.04.2020;Псковская обл.;16;0;0;0;0;0
11.04.2020;Ростовская обл.;38;0;0;0;9;0
11.04.2020;Рязанская обл.;55;0;0;0;17;0
11.04.2020;Самарская обл.;21;0;0;0;1;0
11.04.2020;Санкт-Петербург;488;0;0;0;80;0
11.04.2020;Саратовская обл.;35;0;0;0;1;0
11.04.2020;Саха (Якутия);19;0;0;0;3;0
11.04.2020;Сахалинская обл.;11;0;0;0;0;0
11.04.2020;Свердловская обл.;74;0;0;0;13;0
11.04.2020;Севастополь;6;0;0;0;1;0
11.04.2020;Северная Осетия;27;0;0;0;0;0
11.04.2020;Смоленская обл.;17;0;0;0;4;0
11.04.2020;Ставропольский край;66;0;0;0;14;0
11.04.2020;Тамбовская обл.;33;0;0;0;0;0
11.04.2020;Татарстан;73;0;0;0;23;0
11.04.2020;Тверская обл.;31;0;0;0;7;0
11.04.2020;Томская обл.;4;0;0;0;0;0
11.04.2020;Тульская обл.;71;0;0;0;0;0
11.04.2020;Тыва;6;0;0;0;0;0
11.04.2020;Тюменская обл.;30;0;0;0;8;0
11.04.2020;Удмуртия;11;0;0;0;0;0
11.04.2020;Ульяновская обл.;62;0;0;0;22;0
11.04.2020;Хабаровский край;29;0;0;0;1;0
11.04.2020;Хакасия;12;0;0;0;3;0
11.04.2020;ХМАО – Югра;41;0;0;0;0;0
11.04.2020;Челябинская обл.;40;0;0;0;6;0
11.04.2020;Чечня;30;0;0;0;8;0
11.04.2020;Чувашия;39;0;0;0;7;0
11.04.2020;Ямало-Ненецкий АО;50;0;0;0;9;0
11.04.2020;Ярославская обл.;13;0;0;0;0;0
12.04.2020;Адыгея;20;0;0;0;0;0
12.04.2020;Алтайский край;29;0;0;0;0;0
12.04.2020;Амурская обл.;6;0;0;0;0;0
12.04.2020;Архангельская обл.;24;0;0;0;0;0
12.04.2020;Астраханская обл.;29;0;0;0;8;0
12.04.2020;Башкортостан;84;0;0;0;19;0
12.04.2020;Белгородская обл.;31;0;0;0;5;0
12.04.2020;Брянская обл.;141;0;0;0;18;0
12.04.2020;Бурятия;73;0;0;0;12;0
12.04.2020;Владимирская обл.;71;0;0;0;23;0
12.04.2020;Волгоградская обл.;38;0;0;0;5;0
12.04.2020;Вологодская обл.;42;0;0;0;3;0
12.04.2020;Воронежская обл.;49;0;0;0;12;0
12.04.2020;Дагестан;84;0;0;0;0;0
12.04.2020;Еврейская АО;8;0;0;0;0;0
12.04.2020;Забайкальский край;8;0;0;0;4;0
12.04.2020;Ивановская обл.;80;0;0;0;18;0
12.04.2020;Ингушетия;29;0;0;0;0;0
12.04.2020;Иркутская обл.;28;0;0;0;5;0
12.04.2020;Кабардино-Балкария;35;0;0;0;5;0
12.04.2020;Калининградская обл.;70;0;0;0;5;0
12.04.2020;Калмыкия;32;0;0;0;0;0
12.04.2020;Калужская обл.;24;0;0;0;0;0
12.04.2020;Камчатский край;10;0;0;0;0;0
12.04.2020;Карачаево-Черкессия;11;0;0;0;2;0
12.04.2020;Карелия;2;0;0;0;0;0
12.04.2020;Кемеровская обл.;12;0;0;0;0;0
12.04.2020;Кировская обл.;36;0;0;0;1;0
12.04.2020;Коми;208;0;0;0;0;0
12.04.2020;Костромская обл.;18;0;0;0;3;0
12.04.2020;Краснодарский край;169;0;0;0;31;0
12.04.2020;Красноярский край;85;0;0;0;25;0
12.04.2020;Крым;31;0;0;0;2;0
12.04.2020;Курганская обл.;4;0;0;0;1;0
12.04.2020;Курская обл.;43;0;0;0;1;0
12.04.2020;Ленинградская обл.;139;0;0;0;5;0
12.04.2020;Липецкая обл.;63;0;0;0;5;0
12.04.2020;Магаданская обл.;1;0;0;0;0;0
12.04.2020;Марий Эл;70;0;0;0;7;0
12.04.2020;Мордовия;42;0;0;0;23;0
12.04.2020;Москва;10158;0;0;0;1306;0
12.04.2020;Московская обл.;1360;0;0;0;278;0
12.04.2020;Мурманская обл.;128;0;0;0;61;0
12.04.2020;Нижегородская обл.;194;0;0;0;42;0
12.04.2020;Новгородская обл.;18;0;0;0;0;0
12.04.2020;Новосибирская обл.;28;0;0;0;0;0
12.04.2020;Омская обл.;19;0;0;0;2;0
12.04.2020;Оренбургская обл.;25;0;0;0;0;0
12.04.2020;Орловская обл.;29;0;0;0;0;0
12.04.2020;Пензенская обл.;67;0;0;0;0;0
12.04.2020;Пермский край;60;0;0;0;15;0
12.04.2020;Приморский край;24;0;0;0;1;0
12.04.2020;Псковская обл.;16;0;0;0;0;0
12.04.2020;Ростовская обл.;52;0;0;0;14;0
12.04.2020;Рязанская обл.;71;0;0;0;16;0
12.04.2020;Самарская обл.;24;0;0;0;3;0
12.04.2020;Санкт-Петербург;557;0;0;0;69;0
12.04.2020;Саратовская обл.;42;0;0;0;7;0
12.04.2020;Саха (Якутия);22;0;0;0;3;0
12.04.2020;Сахалинская обл.;11;0;0;0;0;0
12.04.2020;Свердловская обл.;78;0;0;0;4;0
12.04.2020;Севастополь;6;0;0;0;0;0
12.04.2020;Северная Осетия;34;0;0;0;7;0
12.04.2020;Смоленская обл.;17;0;0;0;0;0
12.04.2020;Ставропольский край;74;0;0;0;8;0
12.04.2020;Тамбовская обл.;48;0;0;0;15;0
12.04.2020;Татарстан;73;0;0;0;0;0
12.04.2020;Тверская обл.;31;0;0;0;0;0
12.04.2020;Томская обл.;4;0;0;0;0;0
12.04.2020;Тульская обл.;74;0;0;0;3;0
12.04.2020;Тыва;6;0;0;0;0;0
12.04.2020;Тюменская обл.;39;0;0;0;9;0
12.04.2020;Удмуртия;13;0;0;0;2;0
12.04.2020;Ульяновская обл.;70;0;0;0;8;0
12.04.2020;Хабаровский край;29;0;0;0;0;0
12.04.2020;Хакасия;12;0;0;0;0;0
12.04.2020;ХМАО – Югра;41;0;0;0;0;0
12.04.2020;Челябинская обл.;40;0;0;0;0;0
12.04.2020;Чечня;47;0;0;0;17;0
12.04.2020;Чувашия;50;0;0;0;11;0
12.04.2020;Ямало-Ненецкий АО;62;0;0;0;12;0
12.04.2020;Ярославская обл.;27;0;0;0;14;0
13.04.2020;Адыгея;20;0;0;0;0;0
13.04.2020;Алтайский край;31;0;0;0;2;0
13.04.2020;Амурская обл.;6;0;0;0;0;0
13.04.2020;Архангельская обл.;31;0;0;0;7;0
13.04.2020;Астраханская обл.;30;0;0;0;1;0
13.04.2020;Башкортостан;107;0;0;0;23;0
13.04.2020;Белгородская обл.;31;0;0;0;0;0
13.04.2020;Брянская обл.;142;0;0;0;1;0
13.04.2020;Бурятия;77;0;0;0;4;0
13.04.2020;Владимирская обл.;84;0;0;0;13;0
13.04.2020;Волгоградская обл.;44;0;0;0;6;0
13.04.2020;Вологодская обл.;43;0;0;0;1;0
13.04.2020;Воронежская обл.;60;0;0;0;11;0
